Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;39;1.2627264261245728;9991;0;1;130.54116821289062;1;37;37;9;9;125.38827514648438;0;0;0;1;0;0;25.23038673400879;0;8.701162812485563e-08;5.431493282318115;9.8377685546875;2.5969090461730957;10.686397552490234;1.7650338079988614e-08;1.550174744124888e-08;4.947464466094971;7.847968578338623;2.1328489780426025;11.888167381286621;1.4549623728044025e-08;9.928138732910156;1.63583505153656;0.9556318521499634;Enrolled
1;1;1.2771391868591309;9147;1;1;133.5660400390625;1;19;37;9;9;131.2424774169922;1;0;0;1;0;1;19.461681365966797;0;1.4581964080662146e-07;5.158881664276123;8.392555236816406;2.543025016784668;10.773051261901855;7.197537854608527e-08;1.8012276115086934e-08;5.203145980834961;10.23730182647705;3.1098265647888184;13.46650218963623;2.0661804711608056e-08;7.681643009185791;2.494044065475464;0.2973562777042389;Enrolled
1;1;1.0211254358291626;9238;1;1;138.00787353515625;1;37;37;9;9;133.15664672851562;1;0;0;1;0;0;19.10068702697754;0;9.389661670411442e-08;5.886277198791504;10.18835163116455;5.111839294433594;11.820903778076172;3.270320547699157e-08;1.87088815550851e-08;5.89356803894043;10.772245407104492;5.999398708343506;11.677213668823242;1.5831863819926184e-08;7.708055019378662;2.532402753829956;0.2837541997432709;Enrolled
1;39;0.5872186422348022;9991;0;1;133.0731964111328;1;37;37;9;9;148.8624267578125;0;0;0;1;0;0;23.109827041625977;0;7.2715606869167004e-09;7.210474967956543;8.831037521362305;4.673140525817871;10.756985664367676;4.074574844192824e-10;8.875095103277886e-10;4.770841121673584;8.041472434997559;5.503970146179199;13.36967945098877;2.869200710353681e-10;16.187732696533203;0.34237590432167053;-1.0345491170883179;Enrolled
1;17;0.9922007918357849;9238;1;1;131.74293518066406;1;37;37;9;9;124.35913848876953;1;0;0;1;0;0;17.579492568969727;0;1.7818781117284743e-08;6.440410137176514;7.916207313537598;3.773280620574951;11.290623664855957;6.737360536135384e-08;1.1687702361484753e-08;5.1158576011657715;9.713422775268555;4.313518524169922;10.058143615722656;9.737779471663544e-09;7.677194595336914;2.4982845783233643;0.3900599479675293;Enrolled
1;39;0.9647587537765503;9991;0;1;129.6701202392578;1;37;37;9;9;128.58651733398438;0;0;0;1;0;0;24.857921600341797;0;3.543120286053636e-08;5.903982639312744;7.937767028808594;2.9189298152923584;10.969343185424805;5.472420738783512e-09;3.761360112264356e-09;4.820245742797852;7.760187149047852;3.103146553039551;11.984804153442383;5.842877293105175e-09;10.661491394042969;1.3934612274169922;1.7577707767486572;Enrolled
1;1;4.7387189865112305;9147;1;1;125.47145080566406;1;37;37;9;9;118.42832946777344;0;0;0;1;0;0;18.460363388061523;0;1.975982399926579e-07;5.333751678466797;9.613146781921387;2.7035176753997803;11.189295768737793;3.601861919833027e-09;2.8629129289470256e-08;4.914106845855713;12.695799827575684;1.969618320465088;11.237898826599121;3.0046334309474787e-09;7.607363224029541;2.551743984222412;0.407200425863266;Enrolled
1;1;1.1516591310501099;9147;1;1;133.5508575439453;1;19;37;9;9;130.68727111816406;1;0;0;1;0;1;18.97586441040039;0;2.091305049134462e-07;5.349740505218506;8.564962387084961;2.1312270164489746;10.78172779083252;6.140383135289085e-08;2.8975223997917965e-08;5.0800557136535645;10.540201187133789;2.6703901290893555;13.658921241760254;1.5599736613580717e-08;7.626428604125977;2.4765000343322754;0.2566307783126831;Enrolled
1;17;0.9597439169883728;9238;1;1;130.2802276611328;1;37;37;9;9;124.60194396972656;1;0;0;1;0;0;17.210466384887695;0;6.402823160556181e-09;6.969448566436768;7.679466724395752;3.699275255203247;10.98079776763916;1.5899921379514126e-08;4.731004032976216e-09;4.687567710876465;9.606099128723145;4.717049598693848;10.268312454223633;8.959058495072725e-10;7.604452133178711;2.507473945617676;0.45577511191368103;Enrolled
1;1;1.0173444747924805;9147;1;1;133.08079528808594;1;19;37;9;9;130.21096801757812;1;0;0;1;0;1;19.064111709594727;0;1.6065577312929236e-07;5.3702192306518555;8.791354179382324;2.1285340785980225;10.662741661071777;6.004287911309802e-08;2.1700817143255335e-08;5.104917526245117;10.984068870544434;2.798943519592285;13.550907135009766;1.4898210665137412e-08;7.622846603393555;2.531792163848877;0.22558005154132843;Enrolled
1;1;1.373300552368164;9147;1;1;143.10348510742188;1;1;37;9;9;133.7394561767578;1;0;0;1;0;0;21.082517623901367;0;2.5561945449226187e-07;5.315539360046387;8.771273612976074;3.8209879398345947;11.238759994506836;1.0052436749674598e-07;3.078278609791596e-08;5.214756488800049;8.15427017211914;4.22622537612915;12.046828269958496;3.661649472519457e-08;7.628750324249268;2.5711748600006104;0.2098703682422638;Enrolled
1;17;1.0529776811599731;9238;1;1;132.23052978515625;1;37;37;9;9;125.0173110961914;1;0;0;1;0;0;18.11811065673828;0;2.596051373870978e-08;6.041487693786621;8.08900260925293;3.3190085887908936;11.4203462600708;6.270981600664527e-08;1.303176144773488e-08;5.367081165313721;10.288773536682129;4.170691013336182;10.480215072631836;1.0109632242460975e-08;7.839293479919434;2.540931224822998;0.39983490109443665;Enrolled
1;39;0.9332939386367798;9500;1;1;120.30096435546875;1;37;37;9;9;98.9488754272461;0;0;0;1;1;0;32.78311538696289;0;3.7190400092868003e-08;7.0444488525390625;16.560007095336914;5.510192394256592;10.6449556350708;1.8183085037648539e-09;3.1743918604831833e-09;7.959507465362549;16.41684341430664;3.9370923042297363;12.500805854797363;4.556290456037004e-09;16.199947357177734;0.257621169090271;-1.4523171186447144;Enrolled
1;39;0.7055578231811523;9991;0;1;137.40176391601562;1;37;37;9;;154.4593505859375;0;0;0;1;0;0;22.661231994628906;0;9.781476739689765e-10;8.316922187805176;13.249423027038574;5.435007572174072;11.203413963317871;5.396684488179204e-11;4.585418988956036e-10;4.6423468589782715;6.447927474975586;5.369500637054443;14.28331184387207;1.098806462485058e-11;16.199995040893555;-0.21516156196594238;-1.9470549821853638;Enrolled
1;1;1.1639630794525146;9147;1;1;146.23565673828125;1;1;37;9;9;136.39599609375;1;0;0;1;0;0;21.620288848876953;0;8.727323574930779e-08;5.335793495178223;8.701470375061035;3.936589002609253;10.471268653869629;1.4810801474141044e-09;2.9301996384845097e-09;4.678038120269775;7.665172576904297;5.1500983238220215;12.810667991638184;5.007425585290548e-10;7.601099014282227;2.6823477745056152;0.30484092235565186;Enrolled
1;1;2.6575517654418945;9500;1;1;136.52073669433594;1;37;37;9;9;120.26361846923828;1;0;0;1;0;0;19.118961334228516;0;1.4379652668594645e-07;7.0807013511657715;8.227570533752441;6.098849296569824;13.938117980957031;3.7797374830006447e-07;4.792446262058547e-08;7.031725883483887;9.063215255737305;6.20816707611084;13.743399620056152;7.79291084995748e-08;10.218687057495117;2.632145643234253;-0.5620388388633728;Enrolled
1;17;0.9558164477348328;9238;1;1;128.92291259765625;1;37;37;9;9;120.24240112304688;1;0;0;1;0;1;20.628238677978516;0;3.5796109187913316e-08;5.8950114250183105;7.012824535369873;1.2770477533340454;10.788244247436523;4.07813907088439e-08;5.2173025899548975e-09;6.039878845214844;13.067054748535156;5.295100688934326;12.970293045043945;1.4836898376557883e-09;12.588445663452148;3.282353639602661;-1.4281529188156128;Enrolled
1;1;0.873828113079071;9238;1;1;137.5749969482422;1;37;37;9;9;132.714599609375;1;0;0;1;0;0;18.950607299804688;0;9.788466570626042e-08;6.205840587615967;9.571084976196289;4.84889030456543;11.338602066040039;2.6703446565079503e-08;1.88493931574385e-08;5.511403560638428;10.805403709411621;6.515594005584717;11.920248031616211;1.2509136837479673e-08;7.739205360412598;2.5161421298980713;0.3355947434902191;Enrolled
1;1;0.9134911298751831;9147;1;1;119.28704833984375;1;37;37;9;9;118.42987823486328;1;0;0;1;0;0;19.125537872314453;0;7.526854517436732e-08;5.857424736022949;9.317797660827637;1.7822065353393555;9.832161903381348;7.823405034912412e-09;3.0375542081628737e-09;5.257516860961914;10.448895454406738;2.1748111248016357;11.646463394165039;5.71668934412628e-09;7.622476100921631;2.5549960136413574;0.33405569195747375;Enrolled
1;1;1.1749523878097534;9147;1;1;144.5498046875;1;1;37;9;9;134.38233947753906;1;0;0;1;0;0;21.555910110473633;0;8.140644069953851e-08;5.276348114013672;8.08157730102539;3.6095573902130127;10.393603324890137;1.4200790543483777e-09;3.849625951346525e-09;4.641315937042236;7.7150187492370605;4.791971683502197;12.59389591217041;4.4566111911947814e-10;7.602753162384033;2.649998188018799;0.23004880547523499;Enrolled
1;1;0.852584183216095;9147;1;1;118.04536437988281;1;37;37;9;9;118.83313751220703;1;0;0;1;0;0;19.576005935668945;0;7.83243905289055e-08;5.829331398010254;9.842791557312012;1.8767955303192139;9.775975227355957;2.1455128784708677e-09;6.366601024154761e-09;5.431835174560547;10.253617286682129;1.7289172410964966;11.408404350280762;1.191409970680013e-09;7.617806911468506;2.5474441051483154;0.30248695611953735;Enrolled
1;1;6.1775922775268555;9147;1;1;122.93891906738281;1;37;37;9;9;116.75259399414062;0;0;0;1;0;0;17.881399154663086;0;1.4544937698701688e-07;5.243464946746826;8.810564041137695;2.808222532272339;11.708191871643066;7.935320844865146e-09;1.9371032777826258e-08;4.672766208648682;14.521191596984863;2.3931121826171875;10.723642349243164;5.3677724487499745e-09;7.602420806884766;2.5632872581481934;0.6648879647254944;Enrolled
1;17;0.7073887586593628;9238;1;1;126.91899108886719;1;37;37;9;9;128.52090454101562;1;0;0;1;0;1;20.52919578552246;0;5.747950808654423e-07;6.408334732055664;9.002057075500488;0.3297092020511627;9.053250312805176;1.748838258208707e-05;3.3179542668904105e-08;5.210419178009033;13.888243675231934;5.7663798332214355;11.709077835083008;4.084841975782183e-08;13.063019752502441;3.6753599643707275;-1.9912489652633667;Enrolled
1;1;0.9523293972015381;9238;1;1;137.7855987548828;1;37;37;9;9;133.25314331054688;1;0;0;1;0;0;19.079853057861328;0;7.785210698330047e-08;6.0302629470825195;10.239886283874512;4.970504283905029;11.849244117736816;2.236336626992852e-08;1.1201923832970806e-08;5.902161121368408;10.931864738464355;6.096705436706543;11.647453308105469;1.3185116998215562e-08;7.6852593421936035;2.55047345161438;0.3049699664115906;Enrolled
1;39;0.8938089609146118;9991;0;1;131.2541046142578;1;37;37;9;9;129.5316619873047;0;0;0;1;0;0;24.90190887451172;0;5.895074295381164e-08;5.826586723327637;8.26675033569336;3.140231132507324;10.865822792053223;6.9849823702838876e-09;6.109285521915808e-09;4.674990177154541;7.883415222167969;3.152963638305664;11.60466194152832;7.080041886098343e-09;10.384859085083008;1.3595942258834839;1.3574210405349731;Enrolled
1;1;5.640729904174805;9147;1;1;127.3791732788086;1;37;37;9;9;118.27446746826172;0;0;0;1;0;0;18.042444229125977;0;1.3017374556056893e-07;5.204162120819092;9.519277572631836;3.1078550815582275;11.64332103729248;3.333111209258277e-08;4.97037895286212e-08;4.793255805969238;14.11546802520752;2.235767364501953;11.372678756713867;1.079643485724091e-08;7.610776424407959;2.6151716709136963;0.4484570026397705;Enrolled
1;1;0.7205137610435486;9147;1;1;117.31383514404297;1;37;37;9;9;118.89872741699219;1;0;0;1;0;0;19.66183853149414;0;4.4266414533922216e-08;6.31244421005249;10.472192764282227;1.8121960163116455;9.57923698425293;2.062343851250148e-09;3.6784775225839894e-09;5.450558662414551;9.960945129394531;1.4769810438156128;11.518745422363281;1.0137759520745249e-09;7.627517223358154;2.5795035362243652;0.29499468207359314;Enrolled
1;1;0.7072028517723083;9147;1;1;116.68160247802734;1;37;37;9;9;118.7483901977539;1;0;0;1;0;0;19.490638732910156;0;6.268705732281887e-08;6.099973201751709;10.152548789978027;1.7494769096374512;9.63000774383545;1.584324893499911e-09;4.893841776265617e-09;5.430081844329834;10.099535942077637;1.4468169212341309;11.449073791503906;7.678452873527419e-10;7.624995231628418;2.570049285888672;0.3096092641353607;Enrolled
1;1;2.380063056945801;9147;1;1;129.36163330078125;1;37;37;9;9;115.93656921386719;0;0;0;1;0;0;17.823745727539062;0;2.0914356468892947e-08;4.544304847717285;7.442844390869141;2.3185670375823975;10.372261047363281;8.906568815802984e-09;7.645958532975783e-09;5.457427024841309;8.80728530883789;2.6590535640716553;11.389387130737305;5.887569098916856e-09;7.602118015289307;2.522193431854248;0.29510071873664856;Enrolled
1;1;1.089830756187439;9147;1;1;146.26541137695312;1;1;37;9;9;135.28477478027344;1;0;0;1;0;0;21.477373123168945;0;9.535219192002842e-08;5.197620391845703;8.33913803100586;3.4969863891601562;10.315690994262695;1.266955651502144e-09;2.3304715934813203e-09;4.7824625968933105;7.604883670806885;4.741007328033447;12.392914772033691;5.122516855138315e-10;7.602195739746094;2.594543933868408;0.2400728315114975;Enrolled
1;1;2.963839530944824;9500;1;1;137.86402893066406;1;37;37;9;9;103.50938415527344;1;0;0;1;1;0;20.404138565063477;0;1.0041792108950176e-07;6.816628932952881;8.816402435302734;6.319186687469482;13.858721733093262;1.3761264483491686e-07;9.393522404366195e-09;7.841866493225098;11.009203910827637;6.519622325897217;12.904409408569336;3.2729786880736356e-08;14.94755744934082;0.3037470579147339;-0.08118125796318054;Enrolled
1;39;0.9060044884681702;9500;1;1;118.9786605834961;1;37;37;9;9;97.66834259033203;0;0;0;1;1;0;33.16701126098633;0;2.756596551023449e-08;6.240691661834717;15.829397201538086;5.301217555999756;10.924690246582031;9.080238227987536e-10;3.4952551963840506e-10;7.740326881408691;16.122270584106445;4.130078315734863;12.046521186828613;1.951742767403175e-09;16.199419021606445;0.22459304332733154;-1.3395570516586304;Enrolled
1;1;1.0296123027801514;9238;1;1;137.5821990966797;1;37;37;9;9;134.59706115722656;1;0;0;1;0;0;19.16224479675293;0;1.4138745996206126e-07;5.839480876922607;10.166804313659668;5.05524206161499;11.842610359191895;3.2440599539995674e-08;2.4168594237039542e-08;5.888168811798096;11.039640426635742;6.063971042633057;11.627903938293457;1.6153542503616336e-08;7.70925760269165;2.5355348587036133;0.37514349818229675;Enrolled
1;1;1.276761531829834;9147;1;1;136.7533416748047;1;19;37;9;9;132.9863739013672;1;0;0;1;0;1;19.773828506469727;0;1.242854068550514e-07;5.214331150054932;8.495170593261719;2.8825056552886963;11.055668830871582;4.071711501296704e-08;1.3405282217604508e-08;5.117795467376709;9.593822479248047;3.6409144401550293;13.607442855834961;1.8239228793959228e-08;7.692999839782715;2.615955352783203;0.3432241976261139;Enrolled
1;1;5.807506561279297;9500;1;1;146.2341766357422;1;19;37;9;9;129.6104736328125;1;0;0;1;0;1;18.42524528503418;0;2.5816373039333484e-08;7.999643802642822;7.658111095428467;6.8632097244262695;13.648819923400879;8.133788753639237e-08;2.5376920120834257e-08;7.722639560699463;7.684329509735107;7.405374526977539;14.485417366027832;2.02678140936996e-08;10.61150074005127;1.3041412830352783;1.744351863861084;Enrolled
1;1;1.0020616054534912;9147;1;1;121.00125885009766;1;37;37;9;9;119.89091491699219;1;0;0;1;0;0;20.195560455322266;0;1.4106151979831338e-07;5.592587947845459;9.78874683380127;1.930152416229248;9.981454849243164;1.1114383191568322e-08;1.1323357362869046e-08;5.392521858215332;9.975556373596191;1.9931352138519287;11.307108879089355;5.371254996333619e-09;7.619857311248779;2.521488904953003;0.2712137997150421;Enrolled
1;1;1.1940313577651978;9147;1;1;133.50621032714844;1;19;37;9;9;131.29713439941406;1;0;0;1;0;1;18.689210891723633;0;1.729637943981288e-07;5.375164031982422;8.50925064086914;2.308804988861084;11.038870811462402;5.0420098318681994e-08;2.815658461940984e-08;5.2385478019714355;11.1961669921875;2.734713077545166;13.588597297668457;9.854538518538902e-09;7.6238579750061035;2.443086624145508;0.43275994062423706;Enrolled
1;1;5.965002059936523;9500;1;1;146.31451416015625;1;19;37;9;9;129.041015625;1;0;0;1;0;1;18.44109344482422;0;8.529496220432975e-09;8.215787887573242;7.856096267700195;6.981130123138428;13.451188087463379;8.98634233692519e-09;3.876216680964717e-09;8.036444664001465;7.371894359588623;7.64681339263916;14.481010437011719;3.7023937249358596e-09;10.608858108520508;1.2378519773483276;1.8712002038955688;Enrolled
1;1;5.473814964294434;9500;1;1;141.65855407714844;1;19;37;9;9;128.55604553222656;1;0;0;1;0;1;19.47600555419922;0;3.2497955715360405e-11;6.925285816192627;8.918429374694824;6.823232173919678;13.623064994812012;1.5565234648060033e-12;7.216923239572459e-12;8.189016342163086;7.314553737640381;9.18492317199707;14.735827445983887;1.97945609556327e-12;10.560462951660156;1.1918668746948242;1.951337456703186;Enrolled
1;1;1.8867151737213135;9147;1;1;132.1162109375;1;19;37;9;9;131.42230224609375;1;0;0;1;0;1;18.60455322265625;0;1.1499870566922255e-07;4.981739521026611;8.011951446533203;2.746584177017212;11.614452362060547;1.3007226584704767e-07;2.2835015656141877e-08;5.004733562469482;9.979641914367676;3.154224395751953;13.540074348449707;2.675203347735078e-08;7.777174472808838;2.349519729614258;0.8898215293884277;Enrolled
1;1;2.0566508769989014;9147;1;1;128.9877471923828;1;37;37;9;9;116.00738525390625;0;0;0;1;0;0;17.892133712768555;0;1.2828682116605705e-08;4.79494047164917;7.989879608154297;2.326542854309082;10.057415962219238;7.55951212738637e-09;4.521490737374734e-09;5.341011047363281;8.52354907989502;2.6863341331481934;11.315247535705566;4.302075584661225e-09;7.602146148681641;2.576547861099243;0.24369557201862335;Enrolled
1;1;1.0541449785232544;9147;1;1;142.8179168701172;1;1;37;9;9;132.75367736816406;1;0;0;1;0;0;20.59630012512207;0;1.257715496194578e-07;5.803293228149414;8.324932098388672;3.6114025115966797;11.269381523132324;3.869457287919431e-08;1.9027947217864494e-08;4.960168361663818;8.402833938598633;5.139014720916748;12.074691772460938;1.3310421209666856e-08;7.669179439544678;2.5115902423858643;0.2662947475910187;Enrolled
1;1;0.8282775282859802;9147;1;1;118.57506561279297;1;37;37;9;9;118.81941223144531;1;0;0;1;0;0;19.5826473236084;0;7.905968857357948e-08;5.8150200843811035;9.716682434082031;1.875269889831543;9.85006332397461;2.4887629734848815e-09;6.444389910598147e-09;5.45580530166626;10.219938278198242;1.777371883392334;11.394368171691895;1.3352829952850698e-09;7.626316547393799;2.517737627029419;0.3238123655319214;Enrolled
1;39;0.8623139262199402;9991;0;1;130.18731689453125;1;37;37;9;9;129.7954864501953;0;0;0;1;0;0;24.36914825439453;0;7.568444715388978e-08;6.053152561187744;7.49742317199707;3.264266014099121;10.741289138793945;5.335934361028194e-09;6.8474679260077664e-09;4.623594284057617;7.69400691986084;3.3967888355255127;11.505486488342285;4.712081835833715e-09;10.59860897064209;1.4015146493911743;1.424084186553955;Enrolled
1;1;1.2804557085037231;9238;1;1;128.78692626953125;1;37;37;9;7;126.7098617553711;1;0;0;1;0;0;19.83309555053711;0;1.818313832835372e-10;5.866981506347656;5.783968448638916;4.697549343109131;14.427572250366211;2.8459140426206897e-12;1.5806555283409685e-12;5.335443496704102;4.401238918304443;6.135499000549316;12.73488712310791;1.0350854288271316e-12;13.602041244506836;0.8905720710754395;2.1237266063690186;Enrolled
1;1;2.0633554458618164;9500;1;1;133.6188507080078;1;37;37;9;9;100.84302520751953;1;0;0;1;1;0;21.798290252685547;0;1.1878003647325386e-07;6.549942970275879;8.396408081054688;6.091071128845215;13.411991119384766;5.212399400988943e-08;1.9971606590729607e-08;8.21452522277832;11.4168701171875;6.017170429229736;12.696455001831055;1.567178742334363e-08;15.411940574645996;0.37256214022636414;-1.0121753215789795;Enrolled
1;1;2.9009459018707275;9500;1;1;136.24058532714844;1;37;37;9;9;107.31961822509766;1;0;0;1;1;0;21.152812957763672;0;2.6224242333228176e-07;7.127744674682617;8.233081817626953;6.378296375274658;13.98933219909668;3.464818973952788e-07;1.1140267019982275e-07;8.136008262634277;10.07345962524414;5.88407039642334;13.379258155822754;7.326055850853663e-08;13.837462425231934;1.0709688663482666;-0.8464669585227966;Enrolled
1;1;2.1057426929473877;9147;1;1;128.79080200195312;1;37;37;9;9;116.21126556396484;0;0;0;1;0;0;18.149843215942383;0;2.0266252676037766e-08;4.811031818389893;8.249589920043945;2.314633846282959;9.99694538116455;6.560858523130264e-09;6.547234754350484e-09;5.331353664398193;8.582633972167969;2.6137452125549316;11.233558654785156;4.352247451322455e-09;7.603158473968506;2.5672125816345215;0.2826713025569916;Enrolled
1;1;1.1277350187301636;9147;1;1;146.12335205078125;1;1;37;9;9;136.1565704345703;1;0;0;1;0;0;21.727048873901367;0;5.028618232927329e-08;5.107114791870117;7.998211860656738;3.6354520320892334;10.267660140991211;2.527751341574458e-10;2.0982455772866615e-09;4.558907985687256;7.521363735198975;4.889505863189697;12.520881652832031;1.1720230341794036e-10;7.600585460662842;2.6631176471710205;0.27886536717414856;Enrolled
1;1;2.167066812515259;9147;1;1;129.31771850585938;1;37;37;9;9;115.73921966552734;0;0;0;1;0;0;17.613813400268555;0;6.2714180515399676e-09;4.723969459533691;7.5153422355651855;2.4472782611846924;10.12282657623291;8.541869433997817e-09;1.5666439256989406e-09;5.451302528381348;8.535390853881836;2.9129478931427;11.551132202148438;5.48009770895419e-09;7.601332664489746;2.5591115951538086;0.34212642908096313;Enrolled
1;1;5.992487907409668;9147;1;1;126.79375457763672;1;37;37;9;9;116.33684539794922;0;0;0;1;0;0;17.714012145996094;0;3.053958508303367e-08;5.317438125610352;9.029214859008789;2.935563564300537;11.299430847167969;1.028673413117076e-08;5.8358837762284566e-09;4.819047927856445;14.639886856079102;2.441702127456665;11.172490119934082;6.597337343094978e-09;7.6014275550842285;2.5245862007141113;0.54899001121521;Enrolled
1;1;1.0411142110824585;9238;1;1;137.29859924316406;1;37;37;9;9;131.01068115234375;1;0;0;1;0;0;19.47915267944336;0;5.610481679241275e-08;6.170532703399658;10.12123966217041;4.695583820343018;11.405680656433105;3.027651374054585e-08;1.1761409624000407e-08;5.7333149909973145;10.4611177444458;5.762684345245361;11.686963081359863;1.4301857476084479e-08;7.697716236114502;2.461298704147339;0.3856232464313507;Enrolled
1;1;3.965160369873047;9147;1;1;127.85033416748047;1;37;37;9;9;120.49756622314453;0;0;0;1;0;0;18.723648071289062;0;2.7005182801076444e-07;5.415434837341309;9.160308837890625;3.373025417327881;11.71677303314209;1.6373316924500614e-08;4.977798440108927e-08;5.036557674407959;12.187164306640625;3.053877115249634;11.351085662841797;7.703245152868021e-09;7.619345664978027;2.561558961868286;0.4237218201160431;Enrolled
1;1;2.387645721435547;9500;1;1;132.7443389892578;1;37;37;9;9;116.36783599853516;1;0;0;1;0;1;17.6798152923584;0;7.574957550104955e-08;8.110563278198242;7.112178802490234;7.126737117767334;12.65705394744873;2.770194962309347e-09;2.233421669828317e-09;7.858784198760986;8.613529205322266;7.259382724761963;13.822208404541016;7.963791431864209e-11;12.850140571594238;3.6814067363739014;-2.049220561981201;Enrolled
1;39;0.7759336233139038;9991;0;1;133.6778564453125;1;37;37;9;9;151.42185974121094;0;0;0;1;0;0;24.254518508911133;0;1.9967584918845205e-08;6.743646144866943;9.092827796936035;4.715886116027832;12.058735847473145;3.377381707636573e-09;5.058597540852361e-09;5.258495807647705;7.911899089813232;5.041753768920898;13.111428260803223;1.4656884594899111e-09;16.155942916870117;0.35511451959609985;-1.2812504768371582;Enrolled
1;1;1.155895709991455;9147;1;1;145.61404418945312;1;1;37;9;9;136.02427673339844;1;0;0;1;0;0;21.602388381958008;0;4.155401001071368e-08;5.2825727462768555;8.247355461120605;3.5111453533172607;10.28177261352539;1.300251850633316e-10;1.0256366866912003e-09;4.498091697692871;7.623208522796631;5.059060096740723;12.71596622467041;6.428726995189038e-11;7.6000847816467285;2.65311598777771;0.2940746545791626;Enrolled
1;1;0.6918911933898926;9147;1;1;115.90423583984375;1;37;37;9;9;118.7892837524414;1;0;0;1;0;0;19.788496017456055;0;2.936649323714846e-08;6.750984191894531;10.769593238830566;1.8834013938903809;9.413788795471191;2.8627296089211995e-09;2.2753663397878654e-09;5.394421100616455;9.35600471496582;1.343024730682373;11.605749130249023;1.1911008845899573e-09;7.634785175323486;2.664242744445801;0.27246543765068054;Enrolled
1;17;1.0440657138824463;9238;1;1;132.29930114746094;1;37;37;9;9;123.997314453125;1;0;0;1;0;0;18.022705078125;0;6.371271954463964e-09;6.231410026550293;8.26157283782959;3.9044246673583984;11.28409481048584;9.295682446008868e-09;3.398591630343617e-09;5.534742832183838;9.80767822265625;4.255874156951904;10.725829124450684;3.0565163733342615e-09;7.707046985626221;2.5160932540893555;0.4842977225780487;Enrolled
1;1;4.208792686462402;9500;1;1;139.37942504882812;1;;37;9;9;124.97393035888672;1;0;0;1;0;1;17.70635223388672;0;7.222103359794119e-09;7.661102771759033;7.513631820678711;7.113501071929932;13.394359588623047;2.252266775859546e-11;3.4173743695964376e-11;8.364938735961914;8.235111236572266;8.19194221496582;14.097793579101562;2.7563927702811686e-12;11.04287052154541;3.2719931602478027;0.42376017570495605;Enrolled
1;39;0.857756495475769;9991;0;1;128.96099853515625;1;37;37;9;9;127.28333282470703;0;0;0;1;0;0;25.21266746520996;0;1.9039871901327388e-08;6.091508865356445;7.95410680770874;2.8808343410491943;10.80939769744873;1.7958671216788957e-09;1.4738831266569719e-09;4.6935296058654785;7.698665142059326;3.1437244415283203;12.061910629272461;1.955614337134648e-09;10.282732963562012;1.508525013923645;1.5826938152313232;Enrolled
1;1;1.2680540084838867;9147;1;1;145.78724670410156;1;1;37;9;9;135.1126708984375;1;0;0;1;0;0;21.415369033813477;0;1.1199033878028786e-07;5.185736179351807;8.351690292358398;4.023190975189209;11.277286529541016;1.866019161411714e-08;1.2272787230926951e-08;5.194058418273926;7.935770511627197;4.560598373413086;12.269281387329102;6.711078803789405e-09;7.618247985839844;2.5633857250213623;0.19806858897209167;Enrolled
1;1;2.2380805015563965;9147;1;1;129.29263305664062;1;37;37;9;9;115.8824234008789;0;0;0;1;0;0;17.72968864440918;0;1.9822136820835112e-08;4.593142986297607;7.3536529541015625;2.4335765838623047;10.248315811157227;7.3837487235550725e-09;6.451719158917513e-09;5.567301273345947;9.097654342651367;2.8161003589630127;11.551779747009277;4.4279420130521885e-09;7.602141380310059;2.5793542861938477;0.22983448207378387;Enrolled
1;17;0.6463911533355713;9238;1;1;127.23837280273438;1;37;37;9;9;125.15728759765625;1;0;0;1;0;1;17.381378173828125;0;3.4328408560213575e-07;7.671413898468018;7.975032329559326;1.6691277027130127;9.023003578186035;0.00011810474097728729;3.137012072329526e-07;4.152301788330078;11.764765739440918;6.388636589050293;11.632562637329102;2.7151668291480746e-07;8.048728942871094;3.4442572593688965;-0.8112637400627136;Enrolled
1;39;1.0540788173675537;9500;1;1;120.61559295654297;1;37;37;9;9;98.39342498779297;0;0;0;1;1;0;34.51654815673828;0;9.321781391236073e-08;5.892037391662598;15.710023880004883;5.590020179748535;11.442305564880371;1.3918638686050144e-08;2.633989470979259e-09;7.325490474700928;16.51026725769043;3.780468463897705;12.183624267578125;1.1768786833954437e-08;16.17685890197754;0.2354169636964798;-1.1248583793640137;Enrolled
